name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ho Chi Minh City, VN",11/25/2025,82.8,74.1,78.8,84.2,74.1,78.9,70.1,67.1,0,14,0,,0,0,19,11.2,294.8,1007.8,56.5,18,213.7,7.7,8,0,2025-11-25T05:36:00,2025-11-25T18:11:00,0.9,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/26/2025,82.9,74.3,78.5,85.4,74.3,80.4,65.5,80.4,0.06,33,19,rain,0,0,14.2,8.9,331.9,1011.8,64.3,14.3,292.5,10.5,5,0,2025-11-26T05:47:00,2025-11-26T18:02:00,0.93,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm cao.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/27/2025,82.1,75.2,77.4,84.7,73.7,78.4,61.3,61.7,0.02,38,29.8,rain,0,0,17.9,13.6,77.2,1008.6,59.3,21.9,268.2,9.7,9,0,2025-11-27T05:44:00,2025-11-27T18:00:00,0.97,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/28/2025,84.9,74.2,77.2,86.8,72.9,78.3,64.1,70.8,0,16,0,,0,0,13,9.3,324,1006.4,37.7,12,269.7,9.7,6,10,2025-11-28T05:35:00,2025-11-28T18:19:00,0,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/29/2025,87.9,77.8,81.9,90.4,77.8,81,69.4,72.4,0.02,24,16.4,rain,0,0,16.7,10.7,278.1,1010.9,72.7,14.7,253.7,9.1,8,0,2025-11-29T05:31:00,2025-11-29T18:15:00,0.03,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/30/2025,80.3,73.4,76,82.5,72,75.9,66.7,66.7,0.06,26,18.1,rain,0,0,21.6,12.9,142.6,1010.7,49.8,10.4,194.2,7,10,0,2025-11-30T05:34:00,2025-11-30T18:06:00,0.07,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/1/2025,84.1,75,79.2,86.5,73.8,79,61.4,56.9,0,10,0,,0,0,23.2,14.9,344.4,1009.9,55.4,13.7,177.2,6.4,11,0,2025-12-01T05:41:00,2025-12-01T18:10:00,0.1,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/2/2025,83.2,72.5,77,85.1,71.5,77,66.2,79,0,0,0,,0,0,21.6,16.1,113.7,1009.9,68,12,247.2,8.9,7,0,2025-12-02T05:37:00,2025-12-02T18:08:00,0.14,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/3/2025,83.9,73.4,78.2,85.5,71.6,79.5,66.9,69.4,0,18,0,,0,0,21.9,14.2,241.6,1011.6,48.4,13.3,246.8,8.9,7,0,2025-12-03T05:49:00,2025-12-03T18:13:00,0.17,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/4/2025,83.5,74,77.8,84.7,72.7,77,64.6,69,0,1,0,,0,0,13,10,54.2,1008,57.5,19,291.3,10.5,5,0,2025-12-04T05:46:00,2025-12-04T18:17:00,0.2,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/5/2025,87.6,77.2,80.2,89,75.7,81.6,62.7,71.6,0,19,0,,0,0,18.3,10.8,252.6,1014.7,41.7,16.1,318.4,11.5,6,0,2025-12-05T05:44:00,2025-12-05T18:06:00,0.24,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/6/2025,90.1,78.3,82.4,91.5,77.2,83.4,68.7,69.3,0,15,0,,0,0,17.6,12.3,164.6,1008,43.3,16.3,280.9,10.1,8,0,2025-12-06T05:34:00,2025-12-06T18:11:00,0.27,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/7/2025,85.8,76,80.6,88.5,74.6,81.1,65.5,66.9,0.01,38,27.7,rain,0,0,19.2,11.7,157.9,1011.2,46,17.7,259.1,9.3,7,0,2025-12-07T05:41:00,2025-12-07T18:18:00,0.31,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/8/2025,85.5,76.2,78.9,87.4,75.2,78.2,69.2,67.2,0,12,0,,0,0,16.5,12.8,188.9,1004.8,59.2,12.8,240.4,8.7,9,0,2025-12-08T05:44:00,2025-12-08T18:02:00,0.34,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/9/2025,85.4,75.7,79.1,88,75.7,78.8,64.2,72.5,0,3,0,,0,0,16.4,12.2,237.3,1009.2,41.6,12.3,253.9,9.1,11,0,2025-12-09T05:33:00,2025-12-09T18:06:00,0.37,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/10/2025,82.1,70.5,74.8,84.1,68.7,76.2,57.6,59.1,0,9,0,,0,0,17.4,8.2,121.7,1013.5,53.2,20.6,188.9,6.8,8,30,2025-12-10T05:31:00,2025-12-10T18:08:00,0.41,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/11/2025,84.5,76.9,80,87.2,76.1,81.8,65,68.1,0.18,23,18.4,rain,0,0,16.8,10.3,67.4,1008.6,69.3,20.3,252.1,9.1,11,0,2025-12-11T05:40:00,2025-12-11T18:12:00,0.44,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/12/2025,86.6,77.3,81.4,89.2,76.7,82.3,64.3,63,0.01,41,11.4,rain,0,0,16.6,11.3,68.3,1011.5,57.3,13.1,205.7,7.4,4,0,2025-12-12T05:47:00,2025-12-12T18:15:00,0.47,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/13/2025,87.3,77.8,80.1,88.6,77.6,81.5,62.6,71.7,0.1,23,29.7,rain,0,0,22.1,14.8,220.6,1010.5,45.4,17.3,217.6,7.8,6,0,2025-12-13T05:45:00,2025-12-13T18:04:00,0.51,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/14/2025,84.3,74.4,78.4,86.1,74.4,79.9,63.3,69,0.01,26,11.2,rain,0,0,13.5,8.5,110.5,1007.1,57.1,17,190,6.8,5,0,2025-12-14T05:30:00,2025-12-14T18:03:00,0.54,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/15/2025,82.5,74.7,78.4,84.2,74.2,80,62.9,69.4,0.01,39,9.4,rain,0,0,21.5,16.5,74.5,1011.2,58.9,22,233.4,8.4,7,0,2025-12-15T05:43:00,2025-12-15T18:18:00,0.58,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/16/2025,84.1,73.9,77.8,86.6,72.6,77.5,60.6,72.2,0,9,0,,0,0,18.7,11.8,139.8,1009.3,45.2,10.5,266.7,9.6,8,0,2025-12-16T05:33:00,2025-12-16T18:02:00,0.61,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/17/2025,82.1,71.7,76.4,83.6,69.8,78.3,61.5,76,0.16,21,27.3,rain,0,0,16.9,13,111.9,1010.9,60.1,10.4,286.1,10.3,6,0,2025-12-17T05:38:00,2025-12-17T18:08:00,0.64,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/18/2025,89,79.6,82,90.8,79.4,81.7,71.9,70.7,0,15,0,,0,0,23.3,14.2,214.7,1011.3,58.7,15.5,217.5,7.8,11,10,2025-12-18T05:45:00,2025-12-18T18:06:00,0.68,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/19/2025,85.6,76.1,79.6,88.4,75.9,79.5,62.9,64.8,0.07,33,7.6,rain,0,0,19.6,10.8,245.6,1011.6,72.1,18.6,298,10.7,10,0,2025-12-19T05:39:00,2025-12-19T18:03:00,0.71,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/20/2025,85.3,76,80.6,87.8,75.4,80.2,65.1,57.3,0,0,0,,0,0,16,11.7,357.8,1005.7,48.2,15.5,274.3,9.9,8,0,2025-12-20T05:38:00,2025-12-20T18:15:00,0.75,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/21/2025,88,78,81,89.4,77.1,82.1,64.1,76.9,0,19,0,,0,0,15.7,10.8,71.5,1009,61,17.6,199.5,7.2,5,0,2025-12-21T05:35:00,2025-12-21T18:12:00,0.78,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/22/2025,83.2,74.5,79,84.9,73.3,78.5,66.1,64.9,0,15,0,,0,0,18,11,28.8,1009.9,53.2,18.2,194.4,7,7,0,2025-12-22T05:34:00,2025-12-22T18:00:00,0.81,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/23/2025,83.9,73.6,78.1,85.9,71.9,79.3,68.9,68.4,0.04,33,21.9,rain,0,0,19.8,12.9,128,1003.9,35.9,16.4,226.7,8.2,7,0,2025-12-23T05:44:00,2025-12-23T18:16:00,0.85,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/24/2025,84.6,75.1,77.6,85.9,74.8,77.9,63.5,57.5,0.03,27,26.6,rain,0,0,20.3,10.4,219.5,1005.8,56.9,7.4,207.7,7.5,8,10,2025-12-24T05:45:00,2025-12-24T18:01:00,0.88,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/25/2025,81.1,73.1,77,83.3,72.8,78,63,69.5,0.04,22,21.4,rain,0,0,19.3,10,306.1,1008.9,59.8,16.9,312.6,11.3,6,0,2025-12-25T05:42:00,2025-12-25T18:06:00,0.92,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/26/2025,85.1,77,81.1,86.5,76.9,81,64.1,58.4,0.07,21,21.6,rain,0,0,18.6,9.8,242.7,1012.8,50.8,16.1,340.8,12.3,4,0,2025-12-26T05:46:00,2025-12-26T18:11:00,0.95,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/27/2025,81.7,72.8,76.8,83,70.9,78.6,65.6,71.7,0,3,0,,0,0,18,10.7,214.7,1012.7,41.8,7,341.1,12.3,9,0,2025-12-27T05:37:00,2025-12-27T18:01:00,0.98,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/28/2025,83.9,74.2,78.6,86.4,73.5,77.9,65.1,71.2,0,14,0,,0,0,20.6,16.1,256.3,1010.2,58.7,14.3,232,8.4,7,0,2025-12-28T05:37:00,2025-12-28T18:12:00,0.02,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/29/2025,87.6,78.9,80.9,89.3,78.4,80.5,63.3,72.5,0,0,0,,0,0,23.5,14,266.6,1011.9,45.1,10.6,252.1,9.1,9,0,2025-12-29T05:40:00,2025-12-29T18:09:00,0.05,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/30/2025,83.9,74.1,78.4,86.7,73.5,79.7,65.7,70.8,0.02,26,26.1,rain,0,0,16.3,9.8,161.9,1012.8,44,23.3,200.4,7.2,6,0,2025-12-30T05:36:00,2025-12-30T18:04:00,0.08,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/31/2025,91.3,79.5,83.6,93.9,77.5,82.8,70.9,68.7,0,20,0,,0,0,18.9,12.7,119.3,1006.6,40.8,17.1,171.8,6.2,4,30,2025-12-31T05:33:00,2025-12-31T18:01:00,0.12,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/1/2026,84.7,76.6,78.9,85.8,75.5,78.7,63.4,63.9,0,2,0,,0,0,18.3,12.6,189.4,1003.9,53.5,18.4,225.8,8.1,10,0,2026-01-01T05:30:00,2026-01-01T18:00:00,0.15,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/2/2026,81.2,73.6,77.1,83.2,73.2,79.1,68.9,82.3,0.28,29,28.6,rain,0,0,19,10.9,200.9,1007,67.1,22,333.8,12,6,0,2026-01-02T05:30:00,2026-01-02T18:15:00,0.19,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm cao.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/3/2026,86.3,75.1,78.7,89.2,73.7,77.8,66.6,56.9,0.03,49,27.2,rain,0,0,13.6,10.5,81.8,1008.9,48.9,14.6,312.8,11.3,11,0,2026-01-03T05:45:00,2026-01-03T18:11:00,0.22,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/4/2026,87,76.9,79.9,88.5,75,80.3,69.3,71.5,0.1,46,6.3,rain,0,0,14.6,9.5,204.8,1010.1,47.2,15.5,353.4,12.7,6,0,2026-01-04T05:41:00,2026-01-04T18:05:00,0.25,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/5/2026,84.4,74.9,79.2,86.2,73.5,80.8,70.6,63.2,0,20,0,,0,0,16.8,11.7,267.3,1014.4,50.8,15.3,265.6,9.6,6,0,2026-01-05T05:38:00,2026-01-05T18:06:00,0.29,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/6/2026,84.6,76.2,78.5,85.9,75,79,63.6,68.1,0,6,0,,0,0,17.6,11.3,29.3,1016.5,67.5,17,309.6,11.1,8,0,2026-01-06T05:37:00,2026-01-06T18:11:00,0.32,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/7/2026,86,75.3,79.4,87.3,73.4,80.9,70.8,77.9,0,32,6,rain,0,0,16.8,7.8,160.5,1013,57.9,18.1,194.1,7,6,0,2026-01-07T05:46:00,2026-01-07T18:16:00,0.36,Partially cloudy,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/8/2026,82.2,72.8,75,84.1,71.3,76.1,57.7,72.3,0,14,0,,0,0,19.6,15.5,290.3,1006.1,45.5,14.8,301.4,10.9,4,0,2026-01-08T05:44:00,2026-01-08T18:18:00,0.39,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/9/2026,85.4,74.3,77.7,87,73.8,79.5,64.8,56.3,0.02,43,10.5,rain,0,0,19.4,13.8,28.7,1006.1,40.7,14,240.3,8.7,9,0,2026-01-09T05:32:00,2026-01-09T18:05:00,0.42,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/10/2026,85,75.8,79.9,86.4,75.5,80.8,66.4,81.7,0.03,24,24.1,rain,0,0,15.5,11.7,320.3,1007,71.6,19.3,267.7,9.6,7,0,2026-01-10T05:43:00,2026-01-10T18:08:00,0.46,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm cao.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/11/2026,82.5,72.6,77.5,83.9,71.8,76.9,63.6,55.5,0.13,31,27.9,rain,0,0,16.4,8.5,238.7,1003.6,31,11.1,189.1,6.8,6,0,2026-01-11T05:39:00,2026-01-11T18:11:00,0.49,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/12/2026,80.8,70.9,73.2,83.4,69,74.5,60.6,54.3,0.03,28,17.6,rain,0,0,16.8,11.5,11.4,1008.9,78,12.5,321.2,11.6,9,0,2026-01-12T05:35:00,2026-01-12T18:14:00,0.53,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/13/2026,84.9,74.8,78.1,86.9,74,77.9,67.8,67.3,0.09,38,16.9,rain,0,0,21.5,11.8,97.8,1011.9,55.1,14.1,256.5,9.2,6,30,2026-01-13T05:31:00,2026-01-13T18:11:00,0.56,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/14/2026,82.3,73,77.6,84.9,72.5,76.9,64.9,66.4,0.01,22,12.1,rain,0,0,22.9,13.5,153.8,1005.1,42.1,22,221.5,8,10,0,2026-01-14T05:36:00,2026-01-14T18:19:00,0.59,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/15/2026,87.6,77.5,79.9,90.3,77.1,79.8,71.9,65,0.03,32,16.2,rain,0,0,19.6,10.4,222.1,1009.9,66.2,9,282.7,10.2,5,0,2026-01-15T05:30:00,2026-01-15T18:00:00,0.63,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/16/2026,87.6,76.9,79.6,89.2,76.1,81.4,62.9,67.6,0.08,26,10.9,rain,0,0,19.3,12.4,138.7,1011.5,40.7,14.6,228.6,8.2,8,0,2026-01-16T05:39:00,2026-01-16T18:04:00,0.66,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/17/2026,87.4,76.4,79.7,90.3,74.4,81.1,62.7,69.1,0,19,0,,0,0,15.7,12.6,343.5,1011.2,59.7,17.1,245.6,8.8,7,10,2026-01-17T05:33:00,2026-01-17T18:02:00,0.69,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/18/2026,84.6,77,80.2,86.3,76.4,80.4,70.1,65.3,0.13,26,17.7,rain,0,0,13.9,8.8,57.3,1013.1,39.2,12.1,275.2,9.9,11,0,2026-01-18T05:30:00,2026-01-18T18:19:00,0.73,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/19/2026,84.5,73.3,76.5,86.7,72.4,77.7,61.5,60.2,0,15,0,,0,0,23.6,19.2,336.8,1004.8,36.2,13.6,256.2,9.2,5,0,2026-01-19T05:48:00,2026-01-19T18:16:00,0.76,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/20/2026,84.8,74.5,78,87.6,73.9,77.5,62.1,56.7,0,15,0,,0,0,22.3,13.4,255.9,1008.1,52.1,16.2,319.7,11.5,4,0,2026-01-20T05:32:00,2026-01-20T18:15:00,0.8,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/21/2026,80.6,71.6,75,82.8,71.6,76.6,61.8,56.9,0,0,0,,0,0,19.6,11.4,109,1012.3,62.4,12.9,211,7.6,2,10,2026-01-21T05:38:00,2026-01-21T18:15:00,0.83,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/22/2026,85.6,76.5,79.3,87.3,75.6,79.1,63.1,60.6,0,0,0,,0,0,16.9,10.3,237.5,1007.6,47.3,16.5,224.5,8.1,6,0,2026-01-22T05:39:00,2026-01-22T18:17:00,0.86,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/23/2026,87.4,75.6,79.7,88.6,74.4,81.1,63.5,80.3,0.01,33,6.2,rain,0,0,13.9,10.2,274.6,1012.3,70.5,15.8,272.8,9.8,11,0,2026-01-23T05:45:00,2026-01-23T18:16:00,0.9,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm cao.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/24/2026,83.7,72.3,75.9,86.6,70.4,76.8,62.2,66.6,0,7,0,,0,0,22.6,15.7,149.7,1010.1,54.5,18,267.3,9.6,9,0,2026-01-24T05:42:00,2026-01-24T18:19:00,0.93,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/25/2026,83.7,76.9,79.6,86,75.4,81.4,68.4,75.9,0.01,40,29.2,rain,0,0,13.7,8.1,33,1010.9,41,11,228.1,8.2,10,0,2026-01-25T05:44:00,2026-01-25T18:08:00,0.97,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/26/2026,82.3,71.2,76.2,84.7,70.4,75.9,61.7,70.5,0,17,0,,0,0,17.8,7.9,70.3,1015,67.6,20.7,306.7,11,7,10,2026-01-26T05:48:00,2026-01-26T18:14:00,0,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/27/2026,83.7,73.3,78,85.2,72.5,78.5,65.6,65.8,0.02,21,21.2,rain,0,0,18.7,13.2,273.1,1008,35.8,14,287.9,10.4,5,0,2026-01-27T05:47:00,2026-01-27T18:18:00,0.03,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/28/2026,85.1,74.4,79.2,86.4,72.9,78.8,70.5,87.5,0,0,0,,0,0,10.3,5.1,335,1007.3,43.2,12,229.1,8.2,10,0,2026-01-28T05:48:00,2026-01-28T18:12:00,0.07,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",1/29/2026,80.7,73.8,75.9,81.7,71.8,77.8,59.6,66.3,0.01,31,20.2,rain,0,0,18.6,10,75.1,1008.9,59.7,18.5,219.7,7.9,6,0,2026-01-29T05:39:00,2026-01-29T18:02:00,0.1,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/30/2026,82.4,72.8,77.3,84.2,72.6,79,67,64.5,0.17,33,5.4,rain,0,0,22.7,14.4,182.1,1014.9,57,17.6,218.6,7.9,6,0,2026-01-30T05:48:00,2026-01-30T18:01:00,0.14,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/31/2026,85.3,74.6,79.6,87.7,73.3,80.3,63.4,69.3,0.03,26,12.9,rain,0,0,13.3,8,250.1,1010.2,40.8,11,246.6,8.9,8,0,2026-01-31T05:30:00,2026-01-31T18:00:00,0.17,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/1/2026,85,75.9,78.7,86.4,74.4,79.6,68.5,69.3,0,0,0,,0,0,15.5,7.6,32.5,1011.6,41.3,15.6,183.8,6.6,8,0,2026-02-01T05:44:00,2026-02-01T18:12:00,0.2,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/2/2026,85.1,75.4,80.3,88.1,73.7,81.3,67.4,76.2,0.04,28,6.5,rain,0,0,16.8,8.8,245,1011.5,54,13.1,281.4,10.1,7,0,2026-02-02T05:43:00,2026-02-02T18:11:00,0.24,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/3/2026,85.1,73.6,78.2,88,73,80.2,66,80.4,0,15,0,,0,0,19.6,10.4,129.9,1007.2,73.3,18.3,276.9,10,7,0,2026-02-03T05:46:00,2026-02-03T18:18:00,0.27,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",2/4/2026,82,72.4,75.5,84.5,72,75.4,61.6,73,0,6,0,,0,0,18,14.5,75.6,1007.8,61.1,13.9,257.2,9.3,6,0,2026-02-04T05:47:00,2026-02-04T18:12:00,0.31,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/5/2026,92.1,79.2,84.1,94.4,78.2,84.4,68.9,76.6,0,17,0,,0,0,21.2,12.5,235.7,1006,65.6,13,240.4,8.7,7,0,2026-02-05T05:35:00,2026-02-05T18:02:00,0.34,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/6/2026,86.3,77.3,79.4,88.2,76.4,80.2,63.2,76,0.06,21,18.8,rain,0,0,17.6,7.7,195.2,1011.8,50.7,11.3,192.3,6.9,5,0,2026-02-06T05:36:00,2026-02-06T18:02:00,0.37,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/7/2026,91.3,82,84.3,93.5,80.6,85.6,73,71.9,0,0,0,,0,0,20.2,10.3,178.9,1009.1,55,15.5,174,6.3,9,0,2026-02-07T05:41:00,2026-02-07T18:04:00,0.41,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/8/2026,86.1,75.8,80.8,87.7,75.1,80,67.9,70.9,0,0,0,,0,0,20.4,13.4,143,1012.2,67.9,14.6,296.6,10.7,5,0,2026-02-08T05:37:00,2026-02-08T18:05:00,0.44,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/9/2026,89,79.6,83.7,91.7,78,82.8,65.8,68.6,0,17,0,,0,0,18.7,12.9,268.5,1008.6,50.2,12.6,199,7.2,5,0,2026-02-09T05:48:00,2026-02-09T18:14:00,0.47,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
